1938-09-01,1938-07-08 (윤)
1938-09-02,1938-07-09 (윤)
1938-09-03,1938-07-10 (윤)
1938-09-04,1938-07-11 (윤)
1938-09-05,1938-07-12 (윤)
1938-09-06,1938-07-13 (윤)
1938-09-07,1938-07-14 (윤)
1938-09-08,1938-07-15 (윤)
1938-09-09,1938-07-16 (윤)
1938-09-10,1938-07-17 (윤)
1938-09-11,1938-07-18 (윤)
1938-09-12,1938-07-19 (윤)
1938-09-13,1938-07-20 (윤)
1938-09-14,1938-07-21 (윤)
1938-09-15,1938-07-22 (윤)
1938-09-16,1938-07-23 (윤)
1938-09-17,1938-07-24 (윤)
1938-09-18,1938-07-25 (윤)
1938-09-19,1938-07-26 (윤)
1938-09-20,1938-07-27 (윤)
1938-09-21,1938-07-28 (윤)
1938-09-22,1938-07-29 (윤)
1938-09-23,1938-07-30 (윤)
1938-09-24,1938-08-01
1938-09-25,1938-08-02
1938-09-26,1938-08-03
1938-09-27,1938-08-04
1938-09-28,1938-08-05
1938-09-29,1938-08-06
1938-09-30,1938-08-07
